#,song_id,echonest_id,date,title,artist,rank,exrank,peak,weeksOn,writer,producer,promotion,tempo,key,loudness,duration,energy,danceability,mode,year
32478,118317,SOABWHB12A8C13478D,3/9/1985,Sugar Walls,Sheena Easton,9,9,9,17,A.Nevermind,"G.Mathieson,A.Nevermind",EMI,126.552,5,-12.417,241.73669,0.765801915,0.70227311,1,1985
23897,82700,SOADOKI12A6D4F7F2F,11/21/1970,Mr. Bojangles,Nitty Gritty Dirt Band,92,0,9,19,,,,153.917,4,-8.402,230.13832,0.486100095,0.416759871,0,1970
7910,39188,SOADTVI12C106D2347,3/9/1996,Doin It,LL Cool J,28,0,9,20,"LL Cool J,B.R.Smith",R.Smith,IDJMG,94.569,0,-22.041,231.10485,0.547068855,0.722915689,1,1996
2520,98840,SOAFBCY12C0DDBDD06,9/6/2003,Baby Boy,Beyonce Featuring Sean Paul,9,12,9,4,"B.Knowles,S.Storch,S.P.Henriques,R.Waller,S.Carter","S.Storch,B.Knowles",,91.265,1,-23.461,229.11955,0.551323326,0.707381148,1,2003
16124,124203,SOAGBRP12AB01864FC,8/18/1984,I m So Excited,The Pointer Sisters,50,65,9,24,"A.Pointer,J.Pointer,R.Pointer,T.Lawrence",R.Perry,RCA,96.544,5,-5.178,460.77342,0.676147506,0.614103433,0,1984
29086,86435,SOAITEY12AB0187216,12/5/2009,Russian Roulette,Rihanna,19,16,9,5,"S.Smith,C.Harmon","C.Harmony,Ne-Yo",SRP/Def Jam,130.013,6,-6.033,355.89179,0.694069473,0.64674659,0,2009
38805,103148,SOAIWTJ12AB0180E66,5/19/2001,What Would You Do?,City High,9,11,9,9,"R.Toby,R.Pardlo","W.Jean,J.Duplessis,R.Toby,R.Pardlo",Interscope,89.684,7,-5.634,264.17587,0.755537027,0.74263479,1,2001
313,78158,SOAJOUW12AF72A3D73,2/20/1971,(Where Do I Begin) Love Story,Andy Williams,53,0,9,13,,,,84.46,10,-13.448,193.2273,0.439340547,0.199362903,0,1971
35800,3397,SOAJRPD12A58A79353,9/27/1969,This Girl Is A Woman Now,Gary Puckett & The Union Gap,12,0,9,11,,,n/a,105.096,5,-8.877,178.9122,0.422327042,0.364040702,1,1969
37900,69551,SOALJAF12A58A7BBDC,11/8/1975,Walk Away From Love,David Ruffin,90,0,9,15,,,,102.591,10,-9.013,329.06404,0.73796236,0.579665306,1,1975
37376,28188,SOAMGEL12AB018B097,12/11/1961,Unchain My Heart,Ray Charles,26,0,9,12,,,n/a,153.08,8,-7.032,164.77995,0.76988276,0.343914553,1,1961
26479,127534,SOANBRC12C0DCFEEEA,1/16/1982,Pac-Man Fever,Buckner & Garcia,64,0,9,19,,,,92.592,10,-14.609,227.18649,0.70935121,0.729014554,1,1982
35468,81370,SOANCGR12AB0186371,5/16/1970,The Wonder Of You,Elvis Presley,66,0,9,12,,,,130.019,7,-14.33,417.98485,0.31432275,0.452062845,1,1970
20283,127515,SOANHXJ12AB0180FE9,1/16/1982,Leader Of The Band,Dan Fogelberg,19,0,9,20,,,,124.771,7,-16.052,329.53424,0.269712676,0.482818269,1,1982
11337,104603,SOARSLX12AB0186FF2,12/8/2001,Get The Party Started,Pink,9,13,9,7,L.Perry,L.Perry,,130.96,1,-4.555,182.93506,0.937672852,0.716743001,1,2001
23602,65093,SOASEJB12AF729DB43,2/14/1976,Money Honey,Bay City Rollers,38,0,9,15,,,,122.534,0,-6.668,194.76853,0.875145877,0.576488306,1,1976
8691,16699,SOATQJI12A8AE48933,7/3/1965,Down In The Boondocks,Billy Joe Royal,95,0,9,13,,,n/a,110.719,9,-9.618,153.3122,0.726285372,0.686915061,1,1965
37245,90063,SOAUMSO12AF72A5080,5/5/2007,U + Ur Hand,Pink,9,11,9,17,"Pink,M.Martin,L.Gottwald,Rami","M.Martin,Dr. Luke",LaFace,140.993,7,-10.371,216.11057,0.774757254,0.75193758,1,2007
4561,92127,SOAUUIJ12C106D2723,2/12/2005,Bring Em Out,T.I.,12,12,9,12,"S.Carter,T.R.Bell,K.Gamble,R.L.Chambers,C.Harris,K.Dean",Swizz Beatz,Atlantic,98.863,2,-11.975,236.01587,0.682516711,0.710706113,1,2005
11281,60988,SOAVORA12A6701F40F,7/29/1978,Get Off,Foxy,76,0,9,21,,,,130.003,11,-9.423,244.24444,0.75859023,0.932175413,0,1978
28692,68781,SOAVRYU12A8C142679,7/19/1975,Rocky,Austin Roberts,100,0,9,17,,,,144.396,0,-11.597,213.02812,0.589602312,0.593548337,1,1975
13048,57232,SOAXHYJ12A8C13AA96,2/17/1979,He's The Greatest Dancer,Sister Sledge,59,0,9,19,,,,107.607,7,-13.106,377.7824,0.806496393,0.451924089,0,1979
14518,19373,SOAXXDQ12AF72A4112,7/11/1964,How Do You Do It?,Gerry & The Pacemakers,85,0,9,11,,,n/a,142.793,9,-10.755,115.87873,0.572270926,0.565033001,1,1964
2934,19029,SOAZYFA12A58A7B670,5/30/1964,Bad To Me,Billy J. Kramer With The Dakotas,71,0,9,10,,,n/a,135.493,2,-13.773,129.69751,0.532221816,0.544873947,1,1964
26546,114521,SOBBJPK12A8C14092E,9/19/1987,Paper In Fire,John Mellencamp,19,23,9,16,J.Mellencamp,"J.Mellencamp,D.Gehman",PolyGram,141.808,9,-4.735,231.36608,0.607720241,0.612757125,1,1987
19417,16080,SOBBZJH12AF729A9C2,4/10/1965,Just Once In My Life,The Righteous Brothers,56,0,9,11,,,n/a,93.652,2,-13.083,229.35465,0.642518932,0.276713114,1,1965
1050,100749,SOBCPUR12A6D4F97E1,6/8/2002,Addictive,Truth Hurts Featuring Rakim,9,11,9,8,"S.Garrett,W.Griffin,D.Blake",DJ Quik,Interscope,99.257,2,-8.557,296.25424,0.57806001,0.71055667,1,2002
38054,118483,SOBDYND12A6D4F5ECD,3/30/1985,Walking On Sunshine,Katrina And The Waves,74,86,9,21,K.Rew,Katrina ,Capitol,109.499,10,-4.791,165.8771,0.869218474,0.601499348,1,1985
37662,124681,SOBGCTX12A6D4F6ABD,10/27/1984,Valotte,Julian Lennon,51,64,9,19,"J.Lennon,J.Clayton,C.Morales",P.Ramone,Atlantic,144.436,0,-14.111,254.58893,0.365547396,0.549979861,1,1984
37964,111945,SOBGRQR12A58A7E53B,10/1/1988,Walk On Water,Eddie Money,67,0,9,21,J.Harms,"R.Zito,E.Money",Columbia,119.021,7,-8.731,278.22975,0.785949402,0.604422964,1,1988
32008,32903,SOBHLVP12AB018122F,9/25/1999,Steal My Sunshine,Len,21,28,9,25,"M.Castanzo,G.Diamond",Mumble C,550-Work,96.177,4,-6.148,210.52036,0.881014188,0.541355626,1,1999
26094,27748,SOBHPPJ12AB0184339,10/9/1961,One Track Mind,Bobby Lewis,30,0,9,10,,,n/a,141.051,10,-13.183,121.67791,0.433356339,0.807920605,1,1961
4072,64812,SOBIAHA12AF72A3DAA,1/3/1976,Bohemian Rhapsody,Queen,81,0,9,24,,,,71.98,0,-13.264,355.00363,0.477216094,0.316768924,0,1976
427,96856,SOBIASX12B3A13D777,12/4/2004,"1, 2 Step",Ciara Featuring Missy Elliott,9,13,9,6,"C.Harris,P.Alexander,M.Elliott",Jazze Pha,Zomba,97.976,7,-13.595,231.52757,0.603218486,0.853477463,1,2004
17027,70446,SOBKOJY12AF72A0AA9,3/16/1974,I'll Have To Say I Love You In A Song,Jim Croce,38,0,9,14,,,,89.535,9,-12.563,151.58812,0.566383665,0.505644738,1,1974
16276,128739,SOBMTMG12AF72A35B5,7/10/1982,I Ran (So Far Away),A Flock Of Seagulls,86,0,9,22,,,,147.001,9,-9.713,302.34077,0.600584119,0.618464296,0,1982
27460,61738,SOBMUPH12A6D4F9265,11/11/1978,Promises,Eric Clapton,49,0,9,18,,,,155.007,7,-17.673,179.93098,0.487128279,0.597090491,1,1978
32629,7677,SOBNIOC12A6D4F7D2E,5/20/1967,Sunday Will Never Be The Same,Spanky & Our Gang,98,0,9,8,,,n/a,124.348,2,-6.89,176.77016,0.641565015,0.494025359,1,1967
7757,17033,SOBNIZB12AF72A41DD,8/21/1965,Do You Believe In Magic,The Lovin' Spoonful,96,0,9,13,,,n/a,139.2,11,-8.436,125.04771,0.784461157,0.516224879,0,1965
11438,8303,SOBNRXP12A8C14117E,8/12/1967,Gimme Little Sign,Brenton Wood,83,0,9,15,,,n/a,115.83,9,-13.851,199.00036,0.355218024,0.464689366,1,1967
26341,20825,SOBOTDA12A8C14251C,2/2/1963,Our Winter Love,Bill Pursell,88,0,9,14,,,n/a,74.713,1,-12.07,151.84934,0.096727363,0.400011421,1,1963
19192,64848,SOBPETG12C106D179D,1/10/1976,Junk Food Junkie,Larry Groce,68,0,9,15,,,,103.452,4,-19.754,184.37179,0.607387926,0.50401704,1,1976
17457,14515,SOBRBUU12AF729D982,9/3/1966,I've Got You Under My Skin,The 4 Seasons,83,0,9,10,,,n/a,117.255,2,-10.092,221.41342,0.703208434,0.362144772,1,1966
8118,53227,SOBRVFU12AF729E367,8/3/1991,Don t Want To Be A Fool,Luther Vandross,92,0,9,20,"L.Vandross,M.Miller","L.Vandross,M.Miller",Epic,95.215,7,-7.217,275.1473,0.431677035,0.599048128,1,1991
35760,122632,SOBSEPR12AF729E7CC,1/14/1984,Think Of Laura,Christopher Cross,21,30,9,11,,"M.Omartian,Not Listed",Unknown,86.012,1,-13.697,206.70649,0.215032911,0.633151144,0,1984
6600,123994,SOBSICO12A67020895,7/21/1984,Cruel Summer,Bananarama,76,0,9,18,"T.Swain,S.Jolley,Bananarama","T.Swain,S.Jolley",PolyGram,108.41,11,-10.137,208.97914,0.664771954,0.689056836,1,1984
21373,67742,SOBWLXF12A8C144442,3/1/1975,Long Tall Glasses (I Can Dance),Leo Sayer,70,0,9,15,,,,142.954,9,-7.678,185.75628,0.736209932,0.688374186,1,1975
37644,114688,SOBWOEM12AB018A66F,10/10/1987,Valerie,Steve Winwood,77,0,9,24,"S.Winwood,W.Jennings","S.Winwood,T.Lord-Alge",Warner Bros.,110.362,5,-14.506,125.88363,0.455211637,0.470796789,1,1987
19924,3778,SOBYRWY12AF729F280,11/22/1969,La La La (If I Had You),Bobby Sherman,80,0,9,11,,,n/a,67.522,3,-5.593,165.40689,0.725083062,0.242317434,0,1969
30056,60759,SOBYTIW12AB018B7A8,6/24/1978,Shame,"Evelyn ""Champagne"" King",77,0,9,19,,,,133.019,11,-5.623,198.81751,0.783807388,0.695689842,0,1978
17253,14891,SOCCCCJ12A58A78C15,10/29/1966,I'm Ready For Love,Martha & The Vandellas,70,0,9,10,,,n/a,95.516,0,-5.882,176.19546,0.737753706,0.551428123,0,1966
6304,30850,SOCDLRV12A58A780C1,12/19/1960,"Corinna, Corinna",Ray Peterson,27,0,9,15,,,n/a,131.334,9,-17.281,155.32363,0.39280657,0.680033665,1,1960
8209,72374,SOCFBHF12AC468AB7A,12/7/1974,"Don't Call Us, We'll Call You",Sugarloaf,99,0,9,21,,,,195.608,2,-9.996,196.75383,0.576761611,0.529477913,1,1974
39443,99889,SOCFTIU12A58A79F99,2/2/2002,Wherever You Will Go,The Calling,9,9,9,13,"A.Kamin,A.Band",M.Tanner,,111.904,2,-5.402,208.66567,0.463674956,0.55815316,1,2002
40590,71097,SOCHKLW12A6D4F637D,6/15/1974,You And Me Against The World,Helen Reddy,87,0,9,20,,,,79.284,9,-15.856,191.79057,0.21666108,0.350867612,1,1974
27319,76616,SOCIKAN12AF72A6C59,7/22/1972,Popcorn,Hot Butter,66,0,9,18,,,,134.084,5,-11.287,155.84608,0.737239114,0.544522781,0,1972
36997,115159,SOCIXRW12A58A772C6,12/19/1987,Tunnel Of Love,Bruce Springsteen,35,47,9,16,B.Springsteen,"B.Springsteen,J.Landau,C.Plotkin",Columbia,116.919,0,-8.479,310.41261,0.645314181,0.596219574,1,1987
9303,55707,SOCKJVP12A6D4F920C,7/14/1990,Epic,Faith No More,31,45,9,21,Faith No More,"M.Wallace,Faith No More",Reprise,173.805,4,-7.382,291.42159,0.896746115,0.40967826,0,1990
5816,19826,SOCLYTA12C106D25FF,9/12/1964,Chug-A-Lug,Roger Miller,78,0,9,13,,,n/a,164.498,11,-19.489,123.6371,0.594882114,0.604888648,1,1964
10847,108629,SOCOTKN12A8C143AD3,6/17/1989,Friends,Jody Watley With Eric B. ,76,0,9,18,"A.Cymone,J.Watley,E.Barrier,W.Griffin",A.Cymone,MCA,102.684,4,-11.366,352.28689,0.793349914,0.817512195,0,1989
40614,80065,SOCPGPU12AF729BEC4,11/13/1971,You Are Everything,The Stylistics,59,0,9,16,,,,73.061,10,-10.293,192.93995,0.597196876,0.446184787,1,1971
4894,31371,SOCPNJO12AB018ABC3,2/27/1999,C est La Vie,B*Witched,68,85,9,15,"B*Witched,R.Hedges,Brannigan,Ackerman",R.Hedges,Epic,109.023,2,-5.334,199.44444,0.940113244,0.533778089,1,1999
2923,86375,SOCQDCE12AF72A41AD,11/28/2009,Bad Romance,Lady Gaga,11,18,9,3,"N.Khayat,S.G.Germanotta","RedOne,Lady Gaga",Streamline/KonLive/Cherrytree,127.024,0,-4.196,260.88444,0.77568048,0.605845126,1,2009
32391,102414,SOCQDUE12A8C13B2D3,2/3/2001,Stutter,Joe Featuring Mystikal,9,13,9,5,"R.Hamilton,E.Dixon","Allstar,T.Riley",Jive,115.995,9,-7.554,232.17587,0.529489916,0.615762285,0,2001
40530,89508,SOCQHJX12AF729DDDE,2/17/2007,You,Lloyd Featuring Lil' Wayne,9,11,9,13,"M.Sinclair,J.Cameron,D.Carter,G.Kemp","Big Reese,Jasper",The Inc.,160.073,7,-4.575,260.70159,0.728042688,0.765823675,1,2007
22279,117599,SOCRPVZ12AB017F97C,11/29/1986,Love You Down,Ready For The World,76,0,9,19,"M.Riley,Jr.","Ready For The World,G.Spaniola",MCA,130.22,7,-13.296,267.75465,0.20960218,0.705233362,1,1986
39242,78776,SOCSTHK12AB017E1A2,5/15/1971,"When You're Hot, You're Hot",Jerry Reed,50,0,9,12,,,,101.044,9,-8.089,139.44118,0.88138813,0.723748552,0,1971
3137,119621,SOCUYNW12A6D4F7E18,9/7/1985,Be Near Me,ABC,49,56,9,22,"M.Fry,M.White","M.Fry,M.White",PolyGram,124.656,5,-11.819,219.97669,0.669126713,0.729094221,1,1985
10078,56020,SOCWCJZ12AF72A9888,9/1/1990,Feels Good,Tony Toni Tone,68,0,9,25,"D.Wiggins,R.Wiggins,T.Christian,C.Wheeler",Tony Toni Tone,IDJMG,117.218,4,-7.364,298.23955,0.956343898,0.7262886,0,1990
22080,86797,SOCWCZN12A8C14388F,2/2/2008,Love Song,Sara Bareilles,10,11,9,12,S.Bareilles,E.I.Rosse,Epic,123.651,2,-12.263,254.30159,0.413166618,0.663401121,0,2008
18549,114038,SOCYHLR12A8C139210,7/11/1987,It s Not Over ( Til It s Over),Starship,41,49,9,16,"R.Nevil,J.Van Tongeren,P.Galdston",K.Olsen,RCA,128.005,10,-8.732,259.36934,0.873631321,0.600978949,1,1987
24187,96507,SOCYOTN12A8C13A4B1,10/16/2004,My Happy Ending,Avril Lavigne,9,9,9,12,"A.Lavigne,B.Walker",B.Walker,RMG,170.22,2,-2.826,242.49424,0.729010427,0.41565963,1,2004
39519,28904,SODACHB12AF729D1FB,3/21/1960,White Silver Sands,Bill Black's Combo,30,0,9,14,,,n/a,116.421,0,-17.016,168.64608,0.24000779,0.880760165,1,1960
30649,52295,SODBHKF12A8C13B468,3/23/1991,Silent Lucidity,Queensryche,67,0,9,17,Not Listed,Not Listed,EMI,140.693,7,-7.115,345.88689,0.374917809,0.501518735,1,1991
38845,62072,SODCBDC12AF72A3981,12/30/1978,What You Won't Do For Love,Bobby Caldwell,83,0,9,20,,,,84.261,6,-17.612,286.56281,0.654746001,0.623209005,1,1978
30452,89209,SODDXWO12A6D4F8635,1/6/2007,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,9,9,9,12,"J.Dupri,B.M.Cox,J.Austin,S.Harris","J.Dupri,B.M.Cox",Columbia,141.961,10,-7.955,267.59791,0.645731384,0.716615452,0,2007
34802,114625,SODGGEP12B0B80657B,10/3/1987,The One I Love,R.E.M.,57,74,9,20,"B.Berry,P.Buck,M.Mills,M.Stipe","S.Litt,R.E.M.",MCA,127.741,4,-12.437,197.38077,0.610391252,0.399690016,0,1987
5728,80038,SODGKKD12AF72A6C8A,11/6/1971,Cherish,David Cassidy,87,0,9,12,,,,97.979,5,-13.454,228.44036,0.266281813,0.495815036,1,1971
39490,18444,SODHKLM12C0DDBD3ED,3/7/1964,White On White,Danny Williams,81,0,9,14,,,n/a,113.028,0,-21.437,137.50812,0.393408603,0.576907284,1,1964
20924,93568,SODJAGT12C0DDBC908,9/3/2005,Like You,Bow Wow Featuring Ciara,9,12,9,5,"J.Dupri,J.Austin,J.Alson,R.Bell,R.Tresvant","J.Dupri,B.M.Cox",,135.023,1,-15.088,357.8771,0.366364302,0.786076318,0,2005
2354,51765,SODKNRN12A8C1401E4,1/5/1991,Around The Way Girl,LL Cool J,36,41,9,23,"M.Williams,J.T.Smith,R.James",Not Listed,Columbia,101.077,1,-8.47,245.18485,0.616148578,0.78550513,0,1991
36845,127409,SODOUAJ12A8C133200,1/2/1982,Trouble,Lindsey Buckingham,10,0,9,19,,,,109.705,7,-11.046,262.94812,0.235940516,0.515210989,1,1982
34897,117090,SODSGPD12AF72AA3AF,9/13/1986,The Rain,Oran Juice Jones,94,0,9,19,V.Bell,"V.Bell,R.Simmons",Columbia,109.214,1,-9.375,307.85261,0.865295337,0.719062542,1,1986
33065,75365,SODTGLZ12A8C13833A,1/29/1972,Sweet Seasons,Carole King,77,0,9,10,,,,115.189,10,-17.078,197.40689,0.466382155,0.708204247,1,1972
36673,35094,SODTUQE12AF72A3D09,8/8/1998,Touch It,Monifah,82,0,9,26,"J.Knight,ScrewFace,T.Stahl,J.Guldberg",J.Knight,Universal,115.454,1,-9.65,285.90975,0.524298775,0.878479012,1,1998
37455,73898,SODUECV12AF72A63FD,7/14/1973,Uneasy Rider,Charlie Daniels Band,41,0,9,12,,,,191.824,0,-9.076,320.88771,0.71007339,0.489285917,1,1973
15057,14160,SODVDJN12AB018143A,7/16/1966,I Couldn't Live Without Your Love,Petula Clark,73,0,9,9,,,n/a,132.202,2,-9.302,182.282,0.300489333,0.636107205,1,1966
13325,82485,SODVKJA12A679AE5C2,10/17/1970,Heaven Help Us All,Stevie Wonder,78,0,9,11,,,,89.214,9,-12.117,195.23873,0.580329569,0.350569749,1,1970
38923,79168,SODXDOV12A8C140429,7/10/1971,Whatcha See Is Whatcha Get,The Dramatics,76,0,9,15,,,,154.996,1,-11.598,393.27302,0.947730657,0.367578125,0,1971
34427,16048,SODXZSF12AB0185614,4/3/1965,The Last Time,The Rolling Stones,46,0,9,10,,,n/a,103.397,9,-7.492,187.76771,0.875706513,0.306990868,1,1965
38141,129101,SODYJPG12A670205F7,8/28/1982,Wasted On The Way,"Crosby, Stills & Nash",9,0,9,15,,,,153.874,2,-14.324,172.7473,0.569372551,0.532652193,1,1982
13959,73007,SODZJCM12C0DDBD50D,3/10/1973,Hocus Pocus,Focus,93,0,9,19,,,,180.009,2,-17.571,401.54358,0.620606007,0.252467322,1,1973
39739,39896,SOECAGN12AF729CAAB,6/15/1996,Why I Love You So Much/Ain't Nobody,Monica,14,16,9,20,"D.Simmons,D.Austin,A.Criss","D.Simmons,D.Austin",Arista,151.805,2,-8.595,270.34077,0.415268624,0.736959651,1,1996
17658,82881,SOECHYI12A6D4FD0D0,12/12/1970,If I Were Your Woman,Gladys Knight & The Pips,42,0,9,15,,,,148.892,6,-8.039,190.71955,0.552538559,0.398055256,1,1970
30407,4739,SOEEZWM12AF72A4E8D,4/6/1968,Shoo-Be-Doo-Be-Doo-Da-Day,Stevie Wonder,74,0,9,13,,,n/a,106.852,0,-6.61,165.14567,0.579941074,0.61666387,0,1968
40342,12072,SOEHBSK12A8C1390FC,1/29/1966,Working My Way Back To You,The 4 Seasons,63,0,9,9,,,n/a,125.958,7,-5.055,108.35546,0.752701901,0.748713119,1,1966
36111,64623,SOEHMKQ12AF72A2083,12/17/1977,Thunder Island,Jay Ferguson,88,0,9,21,,,,85.3,0,-8.856,205.50485,0.519597935,0.576212802,1,1977
17099,126549,SOEJNRC12AF72A086E,7/9/1983,I'll Tumble 4 Ya,Culture Club,48,0,9,16,,,9,113.192,7,-11.232,156.08118,0.920172465,0.574167317,1,1983
3945,14433,SOEKGWU12A8C134B42,8/27/1966,Blowin In The Wind,Stevie Wonder,11,0,9,10,,,n/a,85.45,10,-10.751,533.91628,0.588964086,0.365624682,1,1966
1080,125941,SOELVIC12AF72A1F48,4/16/1983,Affair Of The Heart,Rick Springfield,53,0,9,18,,,9,86.111,7,-6.348,227.29098,0.84701818,0.558150982,1,1983
30402,59040,SOEPCWE12A8C13A405,10/27/1979,Ships,Barry Manilow,20,0,9,14,,,,78.275,1,-11.823,248.86812,0.259491868,0.20840141,1,1979
16420,4215,SOEQGMW12A58A7966B,1/27/1968,I Thank You,Sam & Dave,72,0,9,13,,,n/a,117.555,3,-9.753,164.51873,0.601545331,0.811410034,1,1968
13944,132076,SOESSEF12A6D4F6728,10/18/1980,Hit Me With Your Best Shot,Pat Benatar,40,0,9,24,,,,127.816,4,-8.536,170.70975,0.60235175,0.685370108,1,1980
31596,78914,SOEWAKU12A58A77D65,6/5/1971,Sooner Or Later,The Grass Roots,77,0,9,11,,,,126.124,0,-12.082,137.50812,0.566958575,0.795550418,1,1971
39032,87967,SOEWIDX12A8C144780,7/12/2008,When I Grow Up,The Pussycat Dolls,13,9,9,5,"R.Jerkins,T.Thomas,T.Thomas,J.McCarty,P.Samwell-Smith",R.Jerkins,Interscope,118.521,0,-5.949,244.89751,0.434459847,0.672422834,1,2008
31031,63354,SOEWQEV12A6D4FADF9,6/18/1977,Smoke From A Distant Fire,The Sanford/Townsend Band,82,0,9,18,,,,68.599,9,-9.897,213.96853,0.56788395,0.579866044,1,1977
7438,127967,SOEXOIR12A8C139D8A,3/20/1982,Did It In A Minute,Daryl Hall & John Oates,66,0,9,16,,,,132.279,7,-10.101,218.17424,0.594417173,0.771455531,1,1982
6874,99028,SOEXRKX12A8C141EFD,10/4/2003,Damn!,YoungBloodZ Featuring Lil Jon,9,11,9,9,"J.Grigsby,S.P.Joseph,J.Smith,R.McDowell,C.Leonard",J.Smith,Arista,167.871,4,-5.919,298.05669,0.660504947,0.746754291,0,2003
14956,8837,SOEZWGA12AF72A50A0,10/28/1967,I Can See For Miles,The Who,38,0,9,11,,,n/a,130.885,9,-10.568,248.5024,0.814408341,0.352183281,1,1967
29059,110896,SOEZYMN12A8C139AD5,5/7/1988,Rush Hour,Jane Wiedlin,90,0,9,19,"J.Wiedlin,P.Rafelson",S.Hague,EMI,143.026,4,-11.005,242.78159,0.671140002,0.545043032,1,1988
29181,94845,SOFEAFK12AF72AC637,2/28/2004,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,11,9,9,16,"J.Smith,D. Holmes,E. Jackson,C.Love,L.Jefferson",J.Smith,TVT,101.981,8,-5.823,252.52526,0.382128749,0.87506696,0,2004
32512,56147,SOFEUNV12AF72A39E6,9/15/1990,Suicide Blonde,INXS,46,62,9,13,"A.Farriss,M.Hutchence",C.Thomas,Atlantic,120.145,4,-5.265,229.17179,0.885185841,0.65333932,0,1990
24379,74154,SOFIULS12AF729EC19,8/18/1973,My Maria,B.W. Stevenson,50,0,9,16,,,,86.595,4,-11.46,145.60608,0.623882962,0.703095099,1,1973
12180,97444,SOFJVUM12AF72A0235,3/1/2003,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",9,9,9,10,"M.Elliott,T.Mosley,C.Bridges,F.L.Smith,W.Bloom","Timbaland,M.Elliott",EEG,121.868,1,-6.434,402.59873,0.823151838,0.886106936,1,2003
24903,86913,SOFPSZV12A6D4FBBFA,2/16/2008,New Soul,Yael Naim,9,0,9,1,Y.Naim,"Y.Naim,D.Donatien",Tot Ou Tard,100.109,0,-7.057,214.85669,0.338291729,0.736739051,1,2008
19202,54419,SOFQEKD12A58A776F4,1/20/1990,Just A Friend,Biz Markie,71,0,9,22,M.Hall,Biz Markie,Warner Bros.,85.307,8,-10.499,238.34077,0.730934816,0.801190721,1,1990
28648,68374,SOFRDQU12AF729E996,5/24/1975,Rockin' Chair,Gwen McCrae,72,0,9,14,,,,121.345,0,-9.087,326.71302,0.55605953,0.798278734,1,1975
27398,28565,SOFRMUL12AF72A9114,2/1/1960,Pretty Blue Eyes,Steve Lawrence,10,0,9,18,,,n/a,127.115,5,-14.189,109.68771,0.53831874,0.542250296,1,1960
17964,83469,SOFTNTE12AB018E4EB,3/6/2010,In My Head,Jason Derulo,9,9,9,11,"J.Desrouleaux,J.Rotem,C.Kelly",J.Rotem,Beluga Heights,128.05,8,-2.382,184.99873,0.83229023,0.640250103,1,2010
40656,24740,SOFULQG12AB0188131,8/11/1962,You Beat Me To The Punch,Mary Wells,73,0,9,12,,,n/a,113.257,11,-7.849,163.44771,0.629355091,0.724636731,0,1962
6453,27878,SOFVMQN12A6D4F7AA4,10/30/1961,Crazy,Patsy Cline,45,0,9,11,,,n/a,52.926,1,-14.791,162.06322,0.169772932,0.570033376,1,1961
11497,101960,SOFXDBI12A8AE48DA3,11/23/2002,Gimme The Light,Sean Paul,9,10,9,30,"S.Henriques,T.Rami","Troyton,Daddy Reds",VP/Atlantic,135.019,2,-5.78,217.41669,0.547981008,0.585712817,1,2002
24722,72110,SOFXDOS12A6D4FD8BC,11/2/1974,Never Can Say Goodbye,Gloria Gaynor,89,0,9,17,,,,125.752,5,-8.857,178.41587,0.622171319,0.606890627,1,1974
793,23238,SOFYLZQ12A6D22714F,1/13/1962,A Little Bitty Tear,Burl Ives,18,0,9,14,,,n/a,129.548,0,-19.449,120.65914,0.474735605,0.514155085,1,1962
28555,129251,SOFZLKH12B0B807B0F,9/18/1982,Rock This Town,Stray Cats,80,0,9,21,,,,200.243,1,-7.798,204.72118,0.776018114,0.247209131,1,1982
23818,20150,SOFZXBF12C106D2258,10/31/1964,Mountain Of Love,Johnny Rivers,90,0,9,11,,,n/a,133.077,4,-16.165,158.85016,0.597607746,0.602806431,1,1964
31559,13949,SOGDMXP12A8C14007C,6/18/1966,"Somewhere, My Love",Ray Conniff,78,0,9,12,,,n/a,93.133,7,-18.48,140.40771,0.326505089,0.496629456,1,1966
5501,130350,SOGHLVY12A58A80173,2/23/1980,Cars,Gary Numan,72,0,9,25,,,,87.174,2,-9.568,218.122,0.889779936,0.41143242,1,1980
38717,23063,SOGHQVV12AF72A3B1B,12/14/1963,What Kind Of Fool (Do You Think I Am),The Tams,83,0,9,14,,,n/a,142.343,10,-10.618,126.58893,0.737901087,0.527677655,0,1963
41056,64206,SOGLBAJ12B0B807789,10/15/1977,You Make Loving Fun,Fleetwood Mac,73,0,9,14,,,,126.752,10,-13.298,212.87138,0.558504022,0.572735007,1,1977
155,70519,SOGLJNE12AF729D645,3/23/1974,(I've Been) Searchin' So Long,Chicago,66,0,9,15,,,,88.98,0,-10.189,279.64036,0.386773771,0.491676102,1,1974
24486,336,SOGMOSB12AB0187500,2/15/1969,My Whole World Ended (The Moment You Left Me),David Ruffin,50,0,9,10,,,n/a,110.529,5,-5.481,206.8371,0.714910087,0.578732707,1,1969
6945,123729,SOGMUCE12A8C134924,6/16/1984,Dancing In The Dark,Bruce Springsteen,9,14,9,0,B.Springsteen,"B.Springsteen,J.Landau,C.Plotkin,S.Van Zandt",,149.99,11,-6.928,213.91628,0.693812055,0.433840485,1,1984
20719,130614,SOGPROE12AB0186906,3/29/1980,Let's Get Serious,Jermaine Jackson,83,0,9,23,,,,108.125,1,-9.101,478.61506,0.805590513,0.741709614,1,1980
